product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,product_type,id,mean_of_ratings
7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),Electronics,399.0,899.0,56%,3.4,431.0,RemoteControls,236,Average
"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)",Computers&Accessories,449.0,1.099,59%,4.0,242.0,USBCables,237,Average
"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",Computers&Accessories,254.0,799.0,68%,4.0,2.905,USBCables,238,Average
Amazon Basics 16-Gauge Speaker Wire - 50 Feet,Electronics,399.0,795.0,50%,4.4,12.091,SpeakerCables,239,Good
"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, White)",Computers&Accessories,179.0,399.0,55%,4.0,1.423,USBCables,240,Average
"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",Computers&Accessories,339.0,999.0,66%,4.3,6.255,USBCables,241,Good
"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)",Electronics,399.0,999.0,60%,4.0,1.236,TVWall&CeilingMounts,242,Average
"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,199.0,399.0,50%,4.2,1.335,RemoteControls,243,Good
Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),Electronics,349.0,1.999,83%,3.8,197.0,RemoteControls,244,Average
Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories,299.0,798.0,63%,4.4,28.791,USBCables,245,Good
"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",Computers&Accessories,89.0,800.0,89%,3.9,1.075,USBCables,246,Average
"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",Computers&Accessories,549.0,995.0,45%,4.2,29.746,USBCables,247,Good
"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",Computers&Accessories,129.0,1.0,87%,3.9,295.0,USBCables,248,Average
Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),Electronics,77.99,1.39,44%,4.7,5.935,SmartTelevisions,249,Good
7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,Electronics,349.0,799.0,56%,3.6,323.0,RemoteControls,250,Average
7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,Electronics,499.0,899.0,44%,3.7,185.0,RemoteControls,251,Average
Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,Computers&Accessories,299.0,799.0,63%,4.2,2.117,USBCables,252,Good
"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",Computers&Accessories,182.0,599.0,70%,4.0,9.378,USBCables,253,Average
SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),Electronics,96.0,399.0,76%,3.6,1.796,TVWall&CeilingMounts,254,Average
VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),Electronics,54.99,85.0,35%,4.3,3.587,SmartTelevisions,255,Good
"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)",Electronics,439.0,758.0,42%,4.2,4.296,RCACables,256,Good
"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",Computers&Accessories,299.0,999.0,70%,4.3,2.651,USBCables,257,Good
boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers&Accessories,299.0,799.0,63%,4.2,94.363,USBCables,258,Good
"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers&Accessories,789.0,1.999,61%,4.2,34.54,USBCables,259,Good
AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,Electronics,299.0,700.0,57%,4.4,8.714,HDMICables,260,Good
"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",Computers&Accessories,325.0,1.099,70%,4.2,10.576,USBCables,261,Good
"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – Black",Computers&Accessories,1.299,1.999,35%,4.4,7.318,USBCables,262,Good
7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,Electronics,790.0,1.999,60%,3.0,103.0,RemoteControls,263,Average
Realme Smart TV Stick 4K,Electronics,4.699,4.699,0%,4.5,224.0,StreamingClients,264,Good
Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),Electronics,18.999,24.99,24%,4.3,4.702,SmartTelevisions,265,Good
"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Computers&Accessories,199.0,999.0,80%,4.2,85.0,USBCables,266,Good
"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)",Electronics,269.0,650.0,59%,4.4,35.877,HDMICables,267,Good
"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27",Electronics,1.99,3.1,36%,4.0,897.0,AVReceivers&Amplifiers,268,Average
"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",Electronics,2.299,3.999,43%,3.8,282.0,TowerSpeakers,269,Average
Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),Electronics,35.999,49.99,28%,4.3,1.611,SmartTelevisions,270,Good
Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),Electronics,349.0,999.0,65%,4.2,513.0,RemoteControls,271,Good
"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories,719.0,1.499,52%,4.1,1.045,USBCables,272,Good
VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),Electronics,8.999,18.999,53%,4.0,6.347,SmartTelevisions,273,Average
Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,Electronics,917.0,2.299,60%,4.2,3.3,SatelliteReceivers,274,Good
LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),Electronics,399.0,999.0,60%,3.3,23.0,RemoteControls,275,Average
Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),Electronics,45.999,69.9,34%,4.3,7.109,SmartTelevisions,276,Good
Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&Accessories,119.0,299.0,60%,3.8,51.0,USBCables,277,Average
Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),Electronics,21.999,29.999,27%,4.2,32.84,SmartTelevisions,278,Good
"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",Electronics,299.0,599.0,50%,3.7,708.0,RemoteControls,279,Average
Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),Electronics,21.99,34.99,37%,4.3,1.657,SmartTelevisions,280,Good
"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",Computers&Accessories,417.44,670.0,38%,3.9,523.0,USBCables,281,Average
LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),Electronics,47.99,79.99,40%,4.3,1.376,SmartTelevisions,283,Good
Tata Sky Digital TV HD Setup Box Remote,Electronics,215.0,499.0,57%,3.5,121.0,RemoteControls,284,Average
"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",Computers&Accessories,99.0,800.0,88%,3.9,1.075,USBCables,285,Average
VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),Electronics,18.999,35.0,46%,4.0,1.001,SmartTelevisions,286,Average
"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",Computers&Accessories,249.0,999.0,75%,4.3,112.0,USBCables,287,Good
Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),Electronics,7.999,15.999,50%,3.8,3.022,StandardTelevisions,288,Average
"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey",Computers&Accessories,649.0,1.6,59%,4.3,5.451,USBCables,289,Good
Firestick Remote,Electronics,1.289,2.499,48%,3.3,73.0,RemoteControls,290,Average
"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",Electronics,609.0,1.5,59%,4.5,1.029,HDMICables,291,Good
Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),Electronics,32.99,54.99,40%,4.1,1.555,SmartTelevisions,292,Good
"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",Electronics,599.0,1.999,70%,4.2,47.0,HDMICables,293,Good
AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Computers&Accessories,349.0,899.0,61%,4.1,14.896,USBCables,294,Good
Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),Electronics,29.999,50.999,41%,4.4,1.712,SmartTelevisions,295,Good
"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,199.0,399.0,50%,4.2,1.335,RemoteControls,296,Good
7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,349.0,699.0,50%,3.9,214.0,RemoteControls,297,Average
"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",Electronics,1.85,4.5,59%,4.0,184.0,TVWall&CeilingMounts,298,Average
WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),Electronics,13.99,28.9,52%,4.5,7.0,Projectors,299,Good
"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,129.0,449.0,71%,3.7,41.0,USBCables,300,Average
"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",Electronics,379.0,999.0,62%,4.2,12.153,HDMICables,301,Good
Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,185.0,499.0,63%,4.2,25.0,HDMICables,302,Good
"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers&Accessories,218.0,999.0,78%,4.2,163.0,WirelessUSBAdapters,303,Good
"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&Accessories,199.0,999.0,80%,4.3,87.0,USBCables,304,Good
"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,499.0,900.0,45%,4.4,2.165,HDMICables,305,Good
Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,26.999,42.999,37%,4.2,1.51,SmartTelevisions,306,Good
"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,893.0,1.052,15%,4.3,106.0,TVWall&CeilingMounts,307,Good
Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,10.99,19.99,45%,3.7,129.0,SmartTelevisions,308,Average
"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,379.0,1.099,66%,4.3,3.049,USBCables,309,Good
MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,16.999,25.999,35%,4.2,32.84,SmartTelevisions,310,Good
"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,699.0,1.899,63%,4.4,390.0,HDMICables,311,Good
Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,2.699,3.5,23%,3.5,621.0,3DGlasses,312,Average
"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,129.0,599.0,78%,4.1,265.0,USBCables,313,Good
"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,389.0,999.0,61%,4.3,838.0,USBCables,314,Good
Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,246.0,600.0,59%,4.2,143.0,RemoteControls,315,Good
"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers&Accessories,299.0,799.0,63%,4.0,151.0,USBCables,316,Average
"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,247.0,399.0,38%,3.9,200.0,RemoteControls,317,Average
7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,1.369,2.999,54%,3.3,227.0,RemoteControls,318,Average
"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,199.0,499.0,60%,3.8,538.0,RemoteControls,319,Average
Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,299.0,599.0,50%,4.0,171.0,HDMICables,320,Average
Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,14.999,14.999,0%,4.3,27.508,SmartTelevisions,321,Good
Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,299.0,699.0,57%,3.9,1.454,USBCables,322,Average
TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,24.99,51.99,52%,4.2,2.951,SmartTelevisions,323,Good
OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Electronics,61.999,69.999,11%,4.1,6.753,SmartTelevisions,325,Good
AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Electronics,24.499,50.0,51%,3.9,3.518,SmartTelevisions,326,Average
Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Electronics,10.499,19.499,46%,4.2,1.51,SmartTelevisions,327,Good
"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",Computers&Accessories,349.0,999.0,65%,4.3,838.0,USBCables,328,Good
Airtel DigitalTV HD Setup Box Remote,Electronics,197.0,499.0,61%,3.8,136.0,RemoteControls,329,Average
Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),Electronics,1.299,2.499,48%,4.3,301.0,SatelliteReceivers,330,Good
"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black",Computers&Accessories,1.519,1.899,20%,4.4,19.763,USBCables,331,Good
MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),Electronics,46.999,69.999,33%,4.3,21.252,SmartTelevisions,332,Good
"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Computers&Accessories,299.0,799.0,63%,4.3,1.902,USBCables,333,Good
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,1.799,19.999,91%,4.2,13.937,SmartWatches,334,Good
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics,1.998,9.999,80%,4.3,27.696,SmartWatches,335,Good
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",Electronics,1.999,7.99,75%,3.8,17.831,SmartWatches,336,Average
MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Electronics,2.049,2.199,7%,4.3,1.78,PowerBanks,337,Good
"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,6.499,8.999,28%,4.0,7.807,Smartphones,338,Average
"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics,28.999,28.999,0%,4.3,17.415,Smartphones,339,Good
"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Electronics,28.999,28.999,0%,4.3,17.415,Smartphones,340,Good
"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,6.499,8.999,28%,4.0,7.807,Smartphones,341,Average
"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,6.499,8.999,28%,4.0,7.807,Smartphones,342,Average
"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,569.0,1.0,43%,4.4,67.259,MicroSD,343,Good
"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Electronics,1.898,4.999,62%,4.1,10.689,SmartWatches,344,Good
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics,1.299,1.599,19%,4.0,1.28,BasicMobiles,345,Average
"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",Electronics,1.499,6.99,79%,3.9,21.796,SmartWatches,346,Average
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",Electronics,599.0,999.0,40%,4.1,1.92,In-Ear,347,Good
"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,9.499,11.999,21%,4.2,284.0,Smartphones,348,Good
"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",Electronics,599.0,2.499,76%,3.9,58.162,In-Ear,349,Average
"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,8.999,11.999,25%,4.0,12.796,Smartphones,350,Average
"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Electronics,349.0,1.299,73%,4.0,14.282,AutomobileChargers,351,Average
boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),Electronics,349.0,999.0,65%,4.1,3.63,In-Ear,352,Good
"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,959.0,1.8,47%,4.4,67.259,MicroSD,353,Good
"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,9.499,11.999,21%,4.2,284.0,Smartphones,354,Good
"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)",Electronics,1.499,2.499,40%,4.3,15.97,PowerBanks,355,Good
"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",Electronics,1.149,2.199,48%,4.3,1.78,PowerBanks,356,Good
"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Electronics,349.0,999.0,65%,3.9,46.399,Cradles,357,Average
Samsung 25W USB Travel Adapter for Cellular Phones - White,Electronics,1.219,1.699,28%,4.4,8.891,WallChargers,358,Good
"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Electronics,1.599,3.999,60%,4.0,30.254,SmartWatches,359,Average
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics,1.499,7.999,81%,4.2,22.636,SmartWatches,360,Good
"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,18.499,25.999,29%,4.1,22.318,Smartphones,361,Good
"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",Electronics,369.0,700.0,47%,4.4,67.259,MicroSD,362,Good
"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,12.999,17.999,28%,4.1,18.998,Smartphones,363,Good
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,1.799,19.999,91%,4.2,13.937,SmartWatches,364,Good
"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics,2.199,9.999,78%,4.2,29.471,SmartWatches,365,Good
"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,16.999,24.999,32%,4.1,22.318,Smartphones,366,Good
"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,16.499,20.999,21%,4.0,21.35,Smartphones,367,Average
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,1.799,19.999,91%,4.2,13.937,SmartWatches,368,Good
"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers&Accessories,399.0,1.099,64%,4.2,24.27,USBCables,369,Good
"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",Electronics,8.499,10.999,23%,4.1,3.13,Smartphones,370,Good
